repo_owner,repo_name,payload_commit_msg,created_at,dummy_column_do_not_delete,Status,commit_link,redirect_link,original_commit,Labels Gustavo,Labels Irineu,Labels Felipe,Consolidated Labels,Latest_404_status,What,Why,Codes,Themes,Secondary Themes,Noteworthy,Certainity,Environment,Bug fix,Level,Languages,Intention ,Repo,author_login,Final Themes,Final conditions,committer_login,Level detailed
SupSuper,OpenXcom,"Adjustment to path Highlighting. now takes energy consumption and TU reservation into account. yellow highlighting denotes ""can move here, but cannot perform reserved action"" if no reservation option is chosen, defaults to auto shot.",19/05/2013 17:09:08,,FALSE-POSITIVE,https://github.com/SupSuper/OpenXcom/commit/297a25c4dbf8ca737d0a88344bbda58bbb3bd149,,,[FALSE-POSITIVE],[FALSE-POSITIVE] [Game],[FALSE-POSITIVE],[Game],EXISTS,,,,,,,,,,,,,SupSuper/OpenXcom,Warboy1982,,,Warboy1982,
zeroeth,arduino_pir_datalogger,"Reorganization, LED status indication, no led on trigger for small power savings",19/05/2013 22:54:07,,OK,https://github.com/zeroeth/arduino_pir_datalogger/commit/0423d239cee179b4161385ab92935d171eafa819,,,[FALSE-POSITIVE],[OK] [Disable component] [Disable led],[DO NOT ANALYZE],[Disable component] [Disable led],EXISTS,[no led on trigger],[small power saving],[Disable component] [Disable led] [Disable device],[Disable device],,,Certain,Arduino,No,Application,Ino,no led on trigger for small power savings,zeroeth/arduino_pir_datalogger,zeroeth,[Disabling feature/devices],,zeroeth,Arduino application
Karatekiwi,lsdc,total power consumption,21/05/2013 07:27:47,,FALSE-POSITIVE,https://github.com/Karatekiwi/lsdc/commit/b89862635146bc54b247e159de64f18a9cbcb857,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,Karatekiwi/lsdc,,,,,
Karatekiwi,lsdc,tests for power consumption,21/05/2013 08:00:34,,FALSE-POSITIVE,https://github.com/Karatekiwi/lsdc/commit/b76492ee0462578f25ff3fd0ba7aa4fd3edf11f4,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,Karatekiwi/lsdc,,,,,
milaq,android_device_hp_tenderloin,board: do not set DISABLE_ARM_PIE flag until power consumption issue is fixed,21/05/2013 23:17:46,,FALSE-POSITIVE,https://github.com/milaq/android_device_hp_tenderloin/commit/eece917cba8958e714df9e4a508e65f40cd54000,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,milaq/android_device_hp_tenderloin,milaq,,,milaq,
bytbox,ep,Graphing per-capita energy consumption,22/05/2013 23:28:32,,NOT-FOUND,https://github.com/bytbox/ep/commit/88ce75089f06d0df1de684c66f252ed638097e18,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,bytbox/ep,,,,,
sbreen94,Zeus_N8013,1600MHz CPU OC Corrected CPU freq. going above scaling_max (even if only fractions of seconds) Dynamically adjust cpufreq_max_limit according to scaling_max setting without breaking power save mode,23/05/2013 03:37:25,,DUPLICATE,https://github.com/sbreen94/Zeus_N8013/commit/85311d779e337f37b83c90bdc4bcec3d835e3990,,,,,,,EXISTS,,,,,,,,,,,,,sbreen94/Zeus_N8013,yank555-lu,,,sbreen94,
leileiy,d3-1,"Created index.html, index2.html, data.csv and data1.csv Index.html - Original vs. eDVA Tech Energy Savings Comparison Index2.html - Sample donut pie chart with text labels Data.csv - data for index2.html sample donut pie chart data1.csv - potential data file for energy savings chart",23/05/2013 21:20:51,,FALSE-POSITIVE,https://github.com/leileiy/d3-1/commit/3d6f72a31e78584f16bfc1660c8280917fde15b7,,,[FALSE-POSITIVE],[FALSE-POSITIVE] [Ui],[FALSE-POSITIVE],[Ui],EXISTS,,,,,,,,,,,,,leileiy/d3-1,leileiy,,,leileiy,
rsmin,testfs,53% energy saving,24/05/2013 12:49:49,,FALSE-POSITIVE,https://github.com/rsmin/testfs/commit/ce9404db5e5d07bfeb33f8303d80efb407eddecc,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[FALSE-POSITIVE],,EXISTS,,,,,,,,,,,,,rsmin/testfs,rsmin,,,rsmin,
RAZR-K-Devs,android_kernel_motorola_omap4-common,"OMAP: CPU: CPUFREQ: CLOCK: VOLTAGE: LPDD: BOARD: PM: Several fixes for stability to run an stable OPP frequency table with 10 - 12 OPPs. Prior to this commit we changed vp_timeout to u8 to allow boot OMAP with more than 7 OPPs. While browsing the mach-omap2 folder I found some mistakes from ealier commits and fixed these. In my testing phase with the new OPP table I faced random crashes/reboots which were related to voltage/sr calibration rule. Now trying the kernel with including these fixes. We may switch partly or completely to EMIF or SR_CLASS 1.5 if we can't get this to work. Work left to do: USB might be unstable related to usb performance boost mode - Not the boost is the problem but the voltage calibration, so whether we have to fix SR/switch to static voltages (but this may cause higher power consumption, possibly it also helps to set single OPPs to fixed, non-scalabe voltage) - or remove the variable usb performance mode and set a fixed frequency value (600mhz min/max). In current kexec kernel we are facing an issue which causes the user cpufreq policy to be reset to kernel default in suspend/idle mode. This can be simply override by user setting an app dependant frequency lock. This issue also causes the @default_available rule for OPPs to be not effective. As we want to limit the default max frequency at 1.0GHZ we have to solve this problem or just define a new rule in omap2plus-cpufreq.c to prevent policy auto-reset.",25/05/2013 00:58:36,,FALSE-POSITIVE,https://github.com/RAZR-K-Devs/android_kernel_motorola_omap4-common/commit/2804c972e3c1eea9d3df63936d76547564a3800e,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,RAZR-K-Devs/android_kernel_motorola_omap4-common,dtrail,,,dtrail,
ryrzy,yoda-kernel-i9300-JB,cpufreq: 1600MHz CPU OC Corrected CPU freq. going above scaling_max (even if only fractions of seconds) Dynamically adjust cpufreq_max_limit according to scaling_max setting without breaking power save mode,25/05/2013 15:04:39,,DUPLICATE,https://github.com/ryrzy/yoda-kernel-i9300-JB/commit/104a2d8d573f308d2b7a9347f6da3ce0a5796f6a,,,,[SOFT-DUPLICATE] [VERIFY] [No original] [https://github.com/dsb9938/GT-N8013-JB-Kernel/commit/5d2bf6f39ab04972d41bfd570e3fb2392d889556] [original:FALSE-POSITIVE],,[VERIFY] [No original] [https://github.com/dsb9938/GT-N8013-JB-Kernel/commit/5d2bf6f39ab04972d41bfd570e3fb2392d889556] [original:FALSE-POSITIVE],EXISTS,,,,,,,,,,,,,ryrzy/yoda-kernel-i9300-JB,yank555-lu,,,ryrzy,
droidroidz,USCC_R970_kernel,"msm: acpuclock-krait: Enable HFPLL for init only if switching to it The existing code left the HFPLL enabled in hfpll_init(), even if the CPU was detected to be at a non-HFPLL rate. Correct this for power savings between when hfpll_init() and the first runtime CPU frequency switch happen. This also ensure votes for HFPLL regulators are not left unnecessarily asserted. Change-Id: Iaca5dc7e4769bdbd494d669726ba9b500256f793 Signed-off-by: Matt Wagantall <mattw@codeaurora.org>",26/05/2013 05:13:21,,NOT-FOUND,https://github.com/droidroidz/USCC_R970_kernel/commit/25ca98cd710b1bf110fb31cbf515c73896cf0ca1,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,droidroidz/USCC_R970_kernel,,,,,
RudyLu,gaia,Bug 871437 - change the value of Power save mode threshold to -1 for never case. r=alive,27/05/2013 11:38:48,,FALSE-POSITIVE,https://github.com/RudyLu/gaia/commit/ba57090bd5572656b58f88c4c8ea97db28371efe,,,[FALSE-POSITIVE][Related?],[FALSE-POSITIVE],[DO NOT ANALYZE],[Related?],EXISTS,,,,,,,,,,,,,RudyLu/gaia,RudyLu,,,RudyLu,
mozilla-b2g,gaia,Merge pull request #9985 from RudyLu/powersave/Bug871437-disabled_dataConnection Bug 871437 - change the value of Power save mode threshold to -1 for never case. r=alive,27/05/2013 12:06:00,,DUPLICATE,https://github.com/mozilla-b2g/gaia/commit/f2930cf440e0c8c21b48f7b0b01fac48b941e3fc,,,,[VERIFIED] [https://github.com/RudyLu/gaia/commit/ba57090bd5572656b58f88c4c8ea97db28371efe],,[https://github.com/RudyLu/gaia/commit/ba57090bd5572656b58f88c4c8ea97db28371efe],EXISTS,,,,,,,,,,,,,mozilla-b2g/gaia,RudyLu,,,RudyLu,
gabrielesvelto,gaia,Merge pull request #9985 from RudyLu/powersave/Bug871437-disabled_dataConnection Bug 871437 - change the value of Power save mode threshold to -1 for never case. r=alive,27/05/2013 13:55:11,,DUPLICATE,https://github.com/gabrielesvelto/gaia/commit/f2930cf440e0c8c21b48f7b0b01fac48b941e3fc,,,,,,,EXISTS,,,,,,,,,,,,,gabrielesvelto/gaia,RudyLu,,,RudyLu,
davidflanagan,gaia,Merge pull request #9985 from RudyLu/powersave/Bug871437-disabled_dataConnection Bug 871437 - change the value of Power save mode threshold to -1 for never case. r=alive,27/05/2013 21:42:57,,DUPLICATE,https://github.com/davidflanagan/gaia/commit/f2930cf440e0c8c21b48f7b0b01fac48b941e3fc,,,,,,,EXISTS,,,,,,,,,,,,,davidflanagan/gaia,RudyLu,,,RudyLu,
ChangYeoun,Kite,USB: HSIC: Add support for HSIC core and SMSC HUB using DT Add device tree support in SMSC HUB driver which also registers platform_device for HSIC as its child. This allows SMSC HUB driver to turn OFF clocks for power savings after HSIC is suspended. Also add support for SMSC HUB to use dedicated clock as ref_clk instead of XO. Change-Id: I3e8828ddc232936df3e21c8e1158af92b16996a2 Signed-off-by: Manu Gautam <mgautam@codeaurora.org> Signed-off-by: Francisco Franco <franciscofranco.1990@gmail.com> Conflicts: drivers/usb/host/ehci-msm-hsic.c,28/05/2013 06:28:20,,NOT-FOUND,https://github.com/ChangYeoun/Kite/commit/a3da2a28d3687c9abe878bed7b806386a9e84643,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,ChangYeoun/Kite,,,,,
faux123,Galaxy_Note_2,Overclocking: Correctd CPU freq going above scaling_max Dynamically adjust cpufreq_max_limit according to scaling_max setting without breaking power save mode,29/05/2013 00:21:29,,DUPLICATE,https://github.com/faux123/Galaxy_Note_2/commit/d74f238dce3b5650fa56d87a6e69252354da735b,,,,[FALSE-POSITIVE] [VERIFY],,[VERIFY],EXISTS,,,,,,,,,,,,,faux123/Galaxy_Note_2,yank555-lu,,,faux123,
faux123,Galaxy_Note_2,Overclocking: Corrected CPU freq going above scaling_max Dynamically adjust cpufreq_max_limit according to scaling_max setting without breaking power save mode,29/05/2013 00:22:32,,DUPLICATE,https://github.com/faux123/Galaxy_Note_2/commit/98c43a8e62563361634eaf7f86a2ce338081fd1b,,,,[VERIFIED] [DUPLICATE] [d74f238dce3b5650fa56d87a6e69252354da735b],,[DUPLICATE] [d74f238dce3b5650fa56d87a6e69252354da735b],EXISTS,,,,,,,,,,,,,faux123/Galaxy_Note_2,yank555-lu,,,faux123,
basti35,eFM,energy consumption added,29/05/2013 10:16:07,,FALSE-POSITIVE,https://github.com/basti35/eFM/commit/6d75395cfcabcace787617112830a7bd2598ed92,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[FALSE-POSITIVE],,EXISTS,,,,,,,,,,,,,basti35/eFM,jolahde,,,jolahde,
RudyLu,gaia,Merge pull request #9985 from RudyLu/powersave/Bug871437-disabled_dataConnection Bug 871437 - change the value of Power save mode threshold to -1 for never case. r=alive,29/05/2013 12:16:23,,DUPLICATE,https://github.com/RudyLu/gaia/commit/f2930cf440e0c8c21b48f7b0b01fac48b941e3fc,,,,,,,EXISTS,,,,,,,,,,,,,RudyLu/gaia,RudyLu,,,RudyLu,
Unvanquished,Unvanquished,Refactor human buildable interference to a form of power consumption. Prepare for having varyig power requirements for different buildable types. The gameplay mechanics should not have changed.,30/05/2013 13:49:33,,FALSE-POSITIVE,https://github.com/Unvanquished/Unvanquished/commit/7b6817e4974847bc2fdf0539a89620fdcf30c5f1,,,[FALSE-POSITIVE],[FALSE-POSITIVE] [Game],[DO NOT ANALYZE],[Game],EXISTS,,,,,,,,,,,,,Unvanquished/Unvanquished,,,,,
SchedMD,slurm,IPMI - correct math for energy consumption,30/05/2013 16:58:27,,FALSE-POSITIVE,https://github.com/SchedMD/slurm/commit/5a62593209d73fdc88151c0e4fe5dfc30e4580b4,,,[RELATED][ENERGY MONITOR],[FALSE-POSITIVE] [Bug fix] [Compute energy consumption],[OK] [BUG FIX],[Bug fix] [Compute energy consumption] [ENERGY MONITOR],EXISTS,,,,,,,,,,,,,SchedMD/slurm,dannyauble,,,dannyauble,
neonglass,CamButtonDisable,"Further power fixes Turns out that if you use the SensorManager in a BroadcastReceiver the system never lets go of the Sensor, causing massive power consumption. This patch offsets sensor processing to the Main Activity.",31/05/2013 04:27:25,,OK,https://github.com/neonglass/CamButtonDisable/commit/6976fb52c06cb1353cd25f4df6e10a581b277a73,,,[OK][?][Android],[OK] [Bug fix] [Avoid resource leak] [Move sensor access elsewhere] [Android],[DO NOT ANALYZE],[Bug fix] [Avoid resource leak] [Move sensor access elsewhere] [Android] [?],EXISTS,[offset sensor processing to the Main Activity],[using the SensorManager in a BroadcastReceiver the system never lets go of the Sensor],[Bug fix] [Avoid resource leak],[Avoid resource leak],,,Certain,Android,Yes,Application,Java,"Turns out that if you use the SensorManager in a BroadcastReceiver the system never lets go of the Sensor, causing massive power consumption. This patch offsets sensor processing to the Main Activity.",neonglass/CamButtonDisable,,[Energy bug],,,Application
g3tsum,android_kernel_htc_m7,"msm: pm: Support for Krait Retention Introduce a new low power state for Krait, retention. This state will lower the voltage to the Krait core to retention voltage in addition to clock gating. This state will be in between WFI and Standalone power collapse in terms of time overhead and power savings. Change-Id: I6b1f0a0d2e4954a705a047fd4a07f4dd1fb3518a Signed-off-by: Girish Mahadevan <girishm@codeaurora.org> (cherry picked from commit d27ca4a) Signed-off-by: Sudhir Sharma <sudsha@codeaurora.org> (cherry picked from commit 3af7249) Conflicts: arch/arm/mach-msm/include/mach/event_timer.h arch/arm/mach-msm/pm-8x60.c",31/05/2013 08:47:01,,DUPLICATE,https://github.com/g3tsum/android_kernel_htc_m7/commit/e78236fa5a34d3ccf5febd317fb820d5f03a5455,,,,[SOFT-DUPLICATE] [VERIFY] [https://github.com/mathkid95/linux_lg_jb/commit/508f681dc12f7c34bb0d01cbc5034003f89db1d8] [original:OK],[OK],[VERIFY] [https://github.com/mathkid95/linux_lg_jb/commit/508f681dc12f7c34bb0d01cbc5034003f89db1d8] [original:OK],EXISTS,,,,,,,,,,,,,g3tsum/android_kernel_htc_m7,,,,houst0nn,
Ntemis,NOF-Nemesis,"OMAP4430/60: EMIF: errata: Prohibit usage of Power-Down mode A ZQ calibration long command is issued every time on exit from active power-down and precharge power-down modes when EMIF is configured to use Power-down mode (EMIF_PWR_MGMT_CTRL.REG_LP_MODE=0x4). Due to very short periods of power-down cycles, ZQ calibration overhead creates bandwidth issues and increases overall system power consumption. As result, the guideline is to not allow Power-down mode and, therefore, to not have set the EMIF_PWR_MGMT_CTRL[10:8] REG_LP_MODE bit field to 0x4. TI Errata i743; IMPACTED: OMAP4430/60 all revisions Change-Id: Ib82f28e6e0c6c046ea277b90a78dc82c1ee82417 Signed-off-by: Grygorii Strashko <grygorii.strashko@ti.com> Signed-off-by: Vitaly Chernooky <vitaly.chernooky@ti.com>",31/05/2013 13:27:32,,DUPLICATE,https://github.com/Ntemis/NOF-Nemesis/commit/0b91134cf748ad7dcefd6c120a5db5d0bd909278,,,,,,,EXISTS,,,,,,,,,,,,,Ntemis/NOF-Nemesis,grygoriyS,,,Ntemis,
TiaLuna,Nexus_S_kernel,Add power saving state DEEP IDLE version 2.,02/06/2013 06:22:54,,DUPLICATE,https://github.com/TiaLuna/Nexus_S_kernel/commit/122b47b14b27cf996668046c90caa30042722cef,,,,,,,EXISTS,,,,,,,,,,,,,TiaLuna/Nexus_S_kernel,,,,,
TiaLuna,Nexus_S_kernel,Add power saving state DEEP IDLE version 2.,02/06/2013 09:17:10,,DUPLICATE,https://github.com/TiaLuna/Nexus_S_kernel/commit/00370f5424dbd8cf48a9f846badd2880a2a069a3,,,,,,,EXISTS,,,,,,,,,,,,,TiaLuna/Nexus_S_kernel,,,,,
TiaLuna,Nexus_S_kernel,Add power saving state DEEP IDLE version 2.,02/06/2013 09:50:52,,DUPLICATE,https://github.com/TiaLuna/Nexus_S_kernel/commit/c5e5e0997f2e2e696edbafd2cec3aef4d9eac9a7,,,,,,,EXISTS,,,,,,,,,,,,,TiaLuna/Nexus_S_kernel,,,,,
ibr-alg,wiselib,adding piggyback functionality for stats (also available for crazy heuristics for energy consumption),02/06/2013 12:56:58,,FALSE-POSITIVE,https://github.com/ibr-alg/wiselib/commit/56a7c44481d980381edc18e2ee4a70dea7efd9af,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[FALSE-POSITIVE],,EXISTS,,,,,,,,,,,,,ibr-alg/wiselib,konstantinosch,,,konstantinosch,
archlinuxarm,PKGBUILDs,aur/dkms-8192cu disable power saving mode,03/06/2013 06:37:22,,FALSE-POSITIVE,https://github.com/archlinuxarm/PKGBUILDs/commit/68d74a1a7694d686e7220eb07677811da7bc8567,,,[FALSE-POSITIVE][Instalation issues],[FALSE-POSITIVE],[DO NOT ANALYZE],[Instalation issues],EXISTS,,,,,,,,,,,,,archlinuxarm/PKGBUILDs,moonman,,,moonman,
wetherbeei,SD2013-UIUC,stable power consumption treeemap,04/06/2013 02:27:50,,FALSE-POSITIVE,https://github.com/wetherbeei/SD2013-UIUC/commit/72df115b95f7877f022c996c2728abfd9a3596aa,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,wetherbeei/SD2013-UIUC,danielmurray,,,danielmurray,
sakindia123,android_kernel_samsung_smdk4412,"mutex: dynamically disable mutex spinning at high load Date Thu, 4 Apr 2013 10:54:18 -0400 The Linux mutex code has a MUTEX_SPIN_ON_OWNER configuration option that was enabled by default in major distributions like Red Hat. Allowing threads waiting on mutex to spin while the mutex owner is running will theoretically reduce latency on the acquisition of mutex at the expense of energy efficiency as the spinning threads are doing no useful work. This is not a problem on a lightly loaded system where the CPU may be idle anyway. On a highly loaded system, the spinning tasks may be blocking other tasks from running even if they have higher priority because the spinning was done with preemption disabled. This patch will disable mutex spinning if the current load is high enough. The load is considered high if there are 2 or more active tasks waiting to run on the current CPU. If there is only one task waiting, it will check the average load at the past minute (calc_load_tasks). If it is more than double the number of active CPUs, the load is considered high too. This is a rather simple metric that does not incur that much additional overhead. The AIM7 benchmarks were run on 3.7.10 derived kernels to show the performance changes with this patch on a 8-socket 80-core system with hyperthreading off. The table below shows the mean % change in performance over a range of users for some AIM7 workloads with just the less atomic operation patch (patch 1) vs the less atomic operation patch plus this one (patches 1+3). +--------------+-----------------+-----------------+-----------------+ | Workload | mean % change | mean % change | mean % change | | | 10-100 users | 200-1000 users | 1100-2000 users | +--------------+-----------------+-----------------+-----------------+ | alltests | 0.0% | -0.1% | +5.0% | | five_sec | +1.5% | +1.3% | +1.3% | | fserver | +1.5% | +25.4% | +9.6% | | high_systime | +0.1% | 0.0% | +0.8% | | new_fserver | +0.2% | +11.9% | +14.1% | | shared | -1.2% | +0.3% | +1.8% | | short | +6.4% | +2.5% | +3.0% | +--------------+-----------------+-----------------+-----------------+ It can be seen that this patch provides some big performance improvement for the fserver and new_fserver workloads while is still generally positive for the other AIM7 workloads. Signed-off-by: Waiman Long <Waiman.Long@hp.com> Reviewed-by: Davidlohr Bueso <davidlohr.bueso@hp.com> modified for tuna kernel from LKML Signed-off-by: Paul Reioux <reioux@gmail.com>",05/06/2013 05:52:53,,DUPLICATE,https://github.com/sakindia123/android_kernel_samsung_smdk4412/commit/88b3290433e1c2fb3899e8df61d690bd051aae7c,,,,,,,EXISTS,,,,,,,,,,,,,sakindia123/android_kernel_samsung_smdk4412,faux123,,,sakindia123,
alessandroleite,wattsup-java-sdk,"bug fixes, and added the option to plot the power consumption in a chart using JFreeChart",05/06/2013 08:55:53,,FALSE-POSITIVE,https://github.com/alessandroleite/wattsup/commit/77c3b79690ec0849437d3155b53a8ccbb236b755,https://github.com/alessandroleite/wattsup-java-sdk/commit/77c3b79690ec0849437d3155b53a8ccbb236b755,,[FALSE-POSITIVE],[FALSE-POSITIVE],[FALSE-POSITIVE],,EXISTS,,,,,,,,,,,,,alessandroleite/wattsup-java-sdk,,,,,
pinpong,android_kernel_htc_m7,"msm: acpuclock-krait: Enable HFPLL for init only if switching to it The existing code left the HFPLL enabled in hfpll_init(), even if the CPU was detected to be at a non-HFPLL rate. Correct this for power savings between when hfpll_init() and the first runtime CPU frequency switch happen. This also ensure votes for HFPLL regulators are not left unnecessarily asserted. Change-Id: Iaca5dc7e4769bdbd494d669726ba9b500256f793 Signed-off-by: Matt Wagantall <mattw@codeaurora.org> Conflicts: arch/arm/mach-msm/acpuclock-krait.c",05/06/2013 19:33:06,,DUPLICATE,https://github.com/pinpong/android_kernel_htc_m7-1/commit/a1c5722c6377ac3e90ef8b8dd0d483fbf310faa9,https://github.com/pinpong/android_kernel_htc_m7/commit/a1c5722c6377ac3e90ef8b8dd0d483fbf310faa9,,[DUPLICATE],[DUPLICATE] [7acf591209f9d06fe60dafa026fa9fbc80912245],[DUPLICATE],[7acf591209f9d06fe60dafa026fa9fbc80912245],EXISTS,,,,,,,,,,,,,pinpong/android_kernel_htc_m7,,,,,
eschulte,goa,TODO measure energy consumption of evolved programs,05/06/2013 19:49:28,,FALSE-POSITIVE,https://github.com/eschulte/optimization/commit/10c8e44da1a414a5e2d0b5253ff5979cce637ab2,https://github.com/eschulte/goa/commit/10c8e44da1a414a5e2d0b5253ff5979cce637ab2,,[FALSE-POSITIVE],[FALSE-POSITIVE],[FALSE-POSITIVE],,EXISTS,,,,,,,,,,,,,eschulte/goa,,,,,
somemetricprefix,ckfw,Send device to sleepmode to save energy.,06/06/2013 08:14:19,,OK,https://github.com/somemetricprefix/ckfw/commit/43a15010b2e528acb483429aa7e8185c4d7d74bb,,,[OK][GO TO IDLE],[OK] [Go to idle],[OK] [GO TO IDLE],[Go to idle],EXISTS,[Send device to sleepmode],[power saving],[Go to sleep],[Go to low power],,,Certain,Embedded !,No,Hardware,C++,Send device to sleepmode to save energy.,somemetricprefix/ckfw,somemetricprefix,[Low power idling],,somemetricprefix,Firmware
plokhotnyuk,actors,improved backoff to be more energy efficient by parking waiting threads until submitting of new tasks,06/06/2013 13:19:52,,OK,https://github.com/plokhotnyuk/actors/commit/8d96e0e6fd0bc1df605908ed711346171b662810,,,[OK][CONCURRENT PROGRAMMING TECHNIQUES],[OK] [Go to idle] [Park threads] [Improve backoff],[OK] [GO TO IDLE],[Go to idle] [Park threads] [Improve backoff] [CONCURRENT PROGRAMMING TECHNIQUES],EXISTS,[Improving backoff by parking waiting threads],[more energy efficient],[Improve backoff] [Concurrent programming techniques],[Improve backoff],,,Certain,Scala,No,Libraries and Utilities,Scala,improved backoff to be more energy efficient by parking waiting threads until submitting of new tasks,plokhotnyuk/actors,,[Miscellaneous],,,Sofware stack
Ntemis,NOF-Nemesis,HID: uhid: forward open/close events to user-space HID core notifies us with *_open/*_close callbacks when there is an actual user of our device. We forward these to user-space so they can react on this. This allows user-space to skip I/O unless they receive an OPEN event. When they receive a CLOSE event they can stop I/O again to save energy. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz>,06/06/2013 15:29:43,,DUPLICATE,https://github.com/Ntemis/NOF-Nemesis/commit/ccfe374c8dd19654d32fe2f713149e208881cf78,,,,,,,EXISTS,,,,,,,,,,,,,Ntemis/NOF-Nemesis,dvdhrm,,,Ntemis,
DragonFlyBSD,DragonFlyBSD,wlan: 802.11 devices and vap is not ready for ALTQ packet schedulers Current power saving queue inject and send queue flush code do not work with ALTQ packet schedulers.,07/06/2013 13:00:19,,FALSE-POSITIVE,https://github.com/DragonFlyBSD/DragonFlyBSD/commit/c3d4131842e47b168d93a0650d58d425ebeef789,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,DragonFlyBSD/DragonFlyBSD,,,,,
Ntemis,NOF-Nemesis,"rfkill: prevent unnecessary event generation Prevent unnecessary rfkill event generation when the state has not actually changed. These events have to be delivered to relevant userspace processes, causing these processes to wake up and do something while they could as well have slept. This obviously results in more CPU usage, longer time-to-sleep-again and therefore higher power consumption. Signed-off-by: Vitaly Wool <vitalywool@gmail.com> Signed-off-by: Mykyta Iziumtsev <nikita.izyumtsev@gmail.com> Signed-off-by: Johannes Berg <johannes.berg@intel.com>",07/06/2013 14:17:35,,DUPLICATE,https://github.com/Ntemis/NOF-Nemesis/commit/04e67e2b1a7d9c0cf24a19a3dffc0948240eb33f,,,,,,,EXISTS,,,,,,,,,,,,,Ntemis/NOF-Nemesis,,,,Ntemis,
Teamlce,android_frameworks_av,"audioflinger: Fix to release wakelock after closeoutput -In DirectTrack destructor, closeOutput is called after releaseWakelock is done. This may sometimes result in power collapse happening even before actual close sequence of Audio path is completed and will result in high power consumption. -Release wakelock only after closeOutput is done in directtrack destructor. (cherry picked from commit fb48938f73e335ac66c83e6adba96431e050ec94) Change-Id: Ib8d05a38f28d7e2f0bdf9e420e5db526cf874bc6 CRs-Fixed: 430786 Conflicts: services/audioflinger/AudioFlinger.cpp",08/06/2013 22:41:52,,DUPLICATE,https://github.com/Teamlce/android_frameworks_av/commit/62289a94ad9b2297cf63b5234425c48d981f3cf4,,,,,,,EXISTS,,,,,,,,,,,,,Teamlce/android_frameworks_av,,,,coderzstas,
